repo,level_1,2.1,3.2,3.5,4.2,5.3,6.1,6.2
lightfm,0.5,0.0,0.0,0.0,0.0,23,0.0,0.0
lightfm,1.0,30.0,30.0,30.0,30.0,7,30.0,30.0
